503644296403103744,A strong earthquake has hit northern California + a push for QLD primary students to learn a second language from prep. @7
503644271745183744,I'm glad you're doing okay, @paraduxxwine. We were just prepping for our visit in Nov last night. #napaquake http://t.co/WNj0VLtWhf
503644221547368450,Dozens Injured, 3 Critically, After Strong Earthquake In California http://t.co/4saRenEV0X
503644289059258370,RT @enf: Bay Area geotagged tweets per minute around the time of the American Canyon earthquake this morning. http://t.co/vSv90tTjz0
503644293819797504,California Winemakers Cleaning up After Quake http://t.co/DfX9c5Ptoe
503644202568527872,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644307715555330,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644217101398016,MORE: Napa officials say the 6.0 magnitude earthquake left up to 16 buildings uninhabitable: http://t.co/azwRNeURtH
503644297900875777,Bay Area people, I hope you're still standing post-quake.
503644198424551424,A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/TdbXdyM5U9 Map: http://t.co/JCnOlyZ5Ke
503644257757188096,Thinking of everyone in Napa and hoping you're safe! #earthquake
503644337721188352,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503644192552546304,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644228971290624,#Napa Rocked by Magnitude-6.0 Earthquake; State of Emergency Declared  http://t.co/A29hGZqQC2 via @ktla #napaearthquake
503644512636637185,Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503644370474926081,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644421070798848,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644502104752128,Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EVFvMpvN3J
503644361213505536,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503644464368189440,Wow! Just some of the the damage the #NapaQuake had on the city &amp; its historic areas http://t.co/wBXVst6VuC
503644384563568640,Napa schools to close Monday in wake of quake http://t.co/VyKaIgTStx
503644526943436801,RT http://t.co/BjG6LHMUZ3 USATODAY: A magnitude-6.0 earthquake rattled Northern California Sunday. Photos here:  (Photo )  ...
503644451453935616,A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/TdbXdyM5U9 Map: http://t.co/JCnOlyZ5Ke
503644369065218049,#Napaquake update: More than 100 people injured, 6 of whom are in critical condition. http://t.co/24Db832o4U http://t.co/qo73jWuVn2
503644366863212544,Photos: Shots by viewers and by pros captured after this morning's earthquake. http://t.co/0H51x1i33E #napaquake http://t.co/k6GsaxqEYY
503644466885193728,The only sign of movement that I've noticed of the Napa earthquake at my place. Not bad, not bad. http://t.co/pgs7blXkgJ
503644402170863616,Very California; taken after Napa earthquake in NorCal - @vickydnguyen: Pic from #nbcbayarea photog Jeremy Carroll http://t.co/az0pKBJHSn
503644424845283328,UPDATE: City of #Napa declares local emergency. At least six fires and 100 gas leaks reported from 6.1 #earthquake.
503644477454819328,My colleagues/friends felt the earthquake, at least none of them were hurt. Please beautiful California don't hurt your people anymore
503644369497645057,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503644405916770304,Our thoughts are with everyone in Napa this morning after the earthquake. We hope you are all safe during this tough time.
503644562342940672,San Francisco Market St. in color, rising from 1906 earthquake &amp; fire:  #Ives http://t.co/B9fBe58Moy
503644368847118336,California winemakers cleaning up after #NapaQuake http://t.co/kt4oGmF5E2 http://t.co/7EtIC17B0Y
503644423079464961,Photos Show Damage Following Napa Earthquake--They should've used http://t.co/Rtj9czLT78 :)
503644487789182977,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC
503644434924179456,Quake rocks California wine country, dozens injured http://t.co/rKUbcwOiyw
503644412271144960,Hope everyone's able to get through today's 6.0 #earthquake in Bay Area of California.
503644479622873090,Fabulous! MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/wRwb9JSKdk
503644443690676224,I'm listening to KCBS All News 740 AM &amp; 106.9 FM with TuneIn. #RealRadio. http://t.co/sQkJhH8oJU...
 Re: Earthquake in Northern, California
503644355383787520,Seeing pictures of all the vineyards and bottles of wine destroyed by this Napa earthquake is really breaking my heart..
503644352552660992,#NapaQuake via  @LeylaGulenABC7: Road shifted from #napaearthquake on Highway 121 near Hwy 12. #California http://t.co/CqFiEzaVCD
503644409343512576,#NapaQuake via  @LeylaGulenABC7: Road shifted from #napaearthquake on Highway 121 near Hwy 12. #California http://t.co/CqFiEzaVCD
503644482189807617,Governor Declares State of Emergency After Magnitude 6.0 Earthquake Strikes San Francisco ... http://t.co/cna0IlPeOQ http://t.co/J83JcYgKVn
503644491148840960,Earthquake rocks northern California: An earthquake with a magnitude of 6.0 shakes northern California, with at least three serious i...
503644385117216768,Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503644410933178368,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644457938747392,Building red tagged #earthquake Napa http://t.co/MSWQHtQXYB
503644489786085378,Currently open in downtown Napa: @velopizzeria, @burgerfi + @DTJoeNapa. @MorimotoNapa promising dinner. #napaquake: http://t.co/7nhwDqPfMt
503644474556551170,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644356340105217,Damage in Napa cellars after today's quake http://t.co/9AU0tkBMVq
503644370873368577,Earthquake rattles, doesn't wreck Napa wineries http://t.co/jSnfNgaI84
503644540729708545,RAW VIDEO: Schools Closed in Napa on Monday While Quake Damage Assessed http://t.co/EeZLeN99mY http://t.co/HoIOAx3yX4
503644566751150080,At Least One Million People Rocked by San Francisco Bay Area Earthquake, 87 Inj... http://t.co/0Notg6A34U via @theblaze
503644490792701953,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644496748617729,Today's #napaearthquake is a good reminder that quakes usually come without much warning. Are you #ready? http://t.co/csjBUZ97rQ
503644450779054081,Week of Compassion is currently monitoring the Earthquake that struck California early this morning. As needs emerge, we will respond.
503644510682091520,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503644502687768576,Magnitude 6.0 California earthquake is not associated with any known fault, USGS says - @NBCBayArea broadcast http://t.co/VwdDxWLhpN
503644562016178177,A large earthquake rolled through California's northern Bay Area early Sunday, damaging some buildings, igniting... http://t.co/uLrhSo6YCl
503644391723257857,Skateboarder using an earthquake buckled street as a jump is a strong contender for The Most California Photo Ever. http://t.co/u05UetkcJf
503644429195173888,#napaearthquake, it's shocking to walk around downtown. Yellow tape and debris, historic buildings, uncertain future http://t.co/ChlQTXGx1M
503644518689013762,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503644366645522432,In a strange twist, Napa police said a body was just found in a Main Street building. Had been there for "days," not earthquake-related.
503644510728249344,Yuma CBS: The latest on damaging earthquake in California http://t.co/GHkOZ1eWRy
503644355513442304,6.0 Earthquake in California http://t.co/x7HYZhsgdB via @GoBubblews
503644377227350016,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644486975516673,#napaearthquake He won't come out! http://t.co/NuEOqTyDxo
503644497306480640,Revised (6.0 -&gt; 6.1): 6.1 earthquake, 6km NW of American Canyon, California. Aug 24 03:20 at epicenter (51m ago,... http://t.co/5WMDIi1QlN
503644405480181760,FEMA Administrator Craig Fugate: 'I urge residents and visitors to follow the direction of state, tribal and local officials.' #napaquake
503644432663863296,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644549353598976,LATEST Numbers On The #NapaQuake! http://t.co/2kLI5K8kp0
503644541397004288,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644463944589312,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644523646316544,Luckily, everyone I've heard from in American Canyon and Napa are okay. Praying for those hurt and affected by todays #earthquake.
503644496014213120,Early warnin 4 Napa earthquake spurs calls 4 West Coast alerts http://t.co/3iFY3jvm5B #AdamSchiff #NapaValley #WestCoast
503644484316712961,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644414762180608,Sonoma Raceway escapes earthquake damage; IndyCar race a go http://t.co/TSZjgsHIHE #indycar #nascar
503644367522123776,First shot of downtown damage #napaquake http://t.co/9IF5JAyV0K
503644497948192768,Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm
503644396223729665,Some beautiful pottery at Thomas Bartlett store in Napa was broken in earthquake. http://t.co/WMqvyGeNng
503644565925277697,MT @CityofNapa: #Napa Valley College reports no significant damage from #napaquake. Will be open Mon. for class
503644468520960000,Crazy what happened in Napa, hope everyone is okay! #napaquake
503644543757996032,Nearly 90 injured in Bay Area's biggest earthquake in 25 years: http://t.co/HCNwM5xvXw http://t.co/WKPBIKeBsa
503644458899243008,West Park and all other NVUSD Schools are closed tomorrow. More information will follow. #napaquake
503644473336008704,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644361541050368,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644364451487744,Good to hear from former @BC1 contributor @jayalanw today on the California quake http://t.co/ZRPx9QGEuI
503644442969251840,Currently open in downtown Napa: @velopizzeria, @burgerfi + @DTJoeNapa. @MorimotoNapa promising dinner. #napaquake: http://t.co/7nhwDqPfMt
503644440154501121,. @hetz_molly my sideways case shipper boxes on the closet floor work great as a #wine cellar! #napaquake #Napa #earthquake
503644565849374722,State of emergency declared after California quake: 
http://t.co/wB1H0u566Q  #napaquake
503644545926430720,Oh no! RT @demianbulwa: The startling scene at @Saintsbury near Carneros after the #napaquake http://t.co/lAj6zZXvvj
503644665208246272,If you missed it: Napa skaters abide. [pic by NBC's Jeremy Carroll via @neetzan] #quake http://t.co/Ymdg3bVITn
503644712352239616,See the latest photos and updates from #Napaquake here: http://t.co/i2DW3YlzrW http://t.co/mI1iuoKMtk
503644709202305024,Earthquake strikes at heart of California wine country, just as harvest season begins: The epicenter of the 6.... http://t.co/SnamQti7jL
503644582610206720,UPDATE: Napa #CA medical center reports 120 people injured (3 in critical condition) http://t.co/fRgIo5lUfY #Quake http://t.co/C8wgTuL84h
503644709768941572,there was an earthquake just now wow california
503644654383153152,Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co/491Vwhjmgx
503644703825612800,My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503644677409865728,Meadowbrook Lane in Napa-- skaters after the 6.1 quake. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/u0PKwupAaJ V @vickydnguyen
503644659944419328,Luckily, everyone I've heard from in American Canyon and Napa are okay. Praying for those hurt and affected by todays #earthquake.
503644568236343296,Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it on Obama.
503644686846681088,The latest on damaging earthquake in California: This is what Associated Press reporters on the scene are... http://t.co/abzt8qbVVM
503644714562617344,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503644606844502016,To everyone who has asked... My family &amp; I are okay. We felt the earthquake but weren't effect by it. The Napa wineries didn't fair as well.
503644686452809728,We're thinking of you today @DavidSilverOak.  @SilverOak is one our favorites;( @putnamproducer #napaquake http://t.co/LkNPmDZvj1
503644704689647617,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644702000705537,Strongest Earthquake in 25 Years Hits Northern California http://t.co/Mt1PrSdIL9
503644654781222912,Early warning system gave 10 seconds to prepare for #NapaQuake. WATCH: http://t.co/U3uVl1mH0K http://t.co/KGikvsg00H
503644689266782208,#whatshot #news Earthquake rattles, doesn't wreck Napa wineries http://t.co/nv5QSmdUoF http://t.co/WWw0TrO06C #money #finance #tip
503644626788839424,Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co/491Vwhjmgx
503644609839632384,California winemakers cleaning up after quake

(Sent from WCAX) http://t.co/h7VQ7HwMD4
503644680853000192,6.0 earthquake shakes Northern California
http://t.co/fkIXfZZZiw  via @MailOnline
503644602549555200,KGO's @LauraAnthony7 on @ABC for #napaearthquake coverage: fire is hot. News folks are your intellectual and moral superiors...
503644597940416512,California Gov. Jerry Brown declares a state of emergency following 6.1 earthquake in Napa County - @nbcbayarea via @Breaking
503644694295769088,.@JerryBrownGov declares emergency from #NapaEarthquake http://t.co/z6ZqhP1Xn3 #Earthquake #napaquake #Quake #Napa http://t.co/XvIBJHY1T4
503644638142799872,Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503644652084678656,California hit by biggest earthquake in 25 years - via @Telegraph http://t.co/5eH9juullE #pray for the victims http://t.co/8LVv6rH6ux
503644568831553536,'I Got the Earthquake on Video!!!': San Francisco Quake Captured on Camera - http://t.co/PhAK3VcvJq http://t.co/NtE6Sc9b4G
503644650767261696,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644644480000000,Join me in sending up #Prayers for all those impacted by the recent #earthquake in the #California Bay Area!
503644662780157954,San Francisco Market St. in color, rising from 1906 earthquake &amp; fire:  #Ives http://t.co/B9fBe58Moy
503644620166017024,Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503644602268909568,Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui
503644694174515200,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503644620551913473,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503644587693711360,Earthquake destroys historic buildings and leaves thousands without power in California http://t.co/RI18GChlqQ http://t.co/OWLCHAfkJd
503644681402859520,EARTHQUAKE!  YOUR PRAYERS ARE NEEDED! Northern California had a 6.0 earthquake at 3am! Fires, buildings collapsed, water main severed! PRAY
503644613216047105,I wonder how Napa is doing after that earthquake..... http://t.co/mTUSvwXdJU
503644606907826176,Subscribe for more Breaking News:
Here's the latest news for Sunday, August 24: Six point Oh quake rocks Napa... http://t.co/Yw56sGZSZz
503644691167211520,San Francisco, California Area Rocked by Strong Earthquake - http://t.co/4M9Z2u9QFl http://t.co/lCQpfDbOyH
503644691049762817,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503644708564783105,Earthquake strikes at heart of California wine country, but winemakers say damage is minimal: The epicenter of... http://t.co/6fMhqwRwX3
503644585428791297,Breaking: #Napa declares local emergency At least 6 fires &amp; 100 gas leaks reported from 6.1 #earthquake http://t.co/QcoD8gbYSG
503644608815845376,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503644632618528768,MORE: 6.0 earthquake shakes houses in San Francisco, knocks out power to more than 50,000 http://t.co/VjJO6oOsOR http://t.co/TaCYZtRQMb
503644601396523008,Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ
503644713761517568,"When @MCHammer is reporting on #Napa #earthquake You know this is real because it's hammer time news. Hope everybody is safe out there.
503644617267761152,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503644673454645248,@EricShawnonFox &amp; @HARRISFAULKNER Looking on a Map the epicenter of the quake seemed to be South of Napa &amp; North of Suisun Bay.
503644613996208130,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644638914174976,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644676289617920,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503644616592076800,6.1 earthquake rocks Napa California, strongest since 1989. We'll have more at top of #FZGPS #napaquake http://t.co/v3e1PQjCIU
503644617825615872,@englishcad the wine is safe http://t.co/7YGKGLQmlk
503644706106900480,#hot #finance #news Earthquake rattles, doesn't wreck Napa wineries http://t.co/kauBfvKoDK http://t.co/O1BULv4nUm #socialshakeup
503644668484415488,My 80-yr old lifelong-Californian grandma's perspective on the napa quake: "oh, no big thing. Just a little shake to remind us who's boss"
503644582069161984,We now have more than 100 photos of the earthquake damage in #Napa. See them here: http://t.co/24Db832o4U http://t.co/dCtid5LvL2
503644698402361344,RT @mercnews: Napa earthquake: UC-Berkeley ShakeAlert system gave 10 second warning of 'light' shaking http://t.co/qShVXJX7nk
503644710951714816,Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui
503644691124871168,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644688490852352,Hospital officials say number of critically injured from South Napa quake rises to 6, including one child transported to another hospital.
503644610485571584,Napa streets turned skate park after 6.0 quake, via @vickydnguyen http://t.co/jDlJGGV7Fa
503644630089732097,My sister reports that the long dormant fault that may have been the source of today's serious Napa earthquake... http://t.co/RigLxNK0nH
503644681037570049,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644569360019456,@LeylaGulenABC7 Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake
503644626813591552,Noooo! @ABC7: PHOTOS: South Napa #earthquake rattles wine country http://t.co/grhgjXftBB http://t.co/2XraDVScD0 @sophiesdichter @KPTVKaitlyn
503644639228723200,Earthquake just now in San Francisco. Good shaker had the house rocking for what felt like 10-15 secs
503644627405381632,Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfoPli
503644827422965760,"We got hit harder than we thought" @GavinNewsom updates us on #earthquake damage to Carneros Inn outside #Napa http://t.co/3CeivQaPql
503644764307468288,@Quakeprediction @MrMurder37 NEWSFLASH! the movie 10.0 is a fake!!  Fracking did not cause this earthquake  CA has quakes everyday
503644841272950785,Matthiassons on Twitter: Will be barrel pickup sticks #napaearthquake http://t.co/zm4LzafavT http://t.co/St8jnAT2pS
503644818472726530,#AUSD maintenance staff have checked all school sites and confirmed they are safe, free of damage, and ready to open after #napaquake.
503644801926184960,The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M
503644746485886976,Surface rupture (highlighted by paint) through parking lot of Stone Bridge school. Photo by A. Morelan. #napaquake http://t.co/gefPcQWDxq
503644720166604800,Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it on Obama.
503644837883940864,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644898449293312,Home For All round News About Nigeria And The World: 6.0-magnitude earthquake in Northern California ca... http://t.co/NWD6zvX7IK
503644788868931584,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644869458677761,Photos: Shots by viewers and by pros captured after this morning's earthquake. http://t.co/0H51x1i33E #napaquake http://t.co/k6GsaxqEYY
503644756967444482,California winemakers cleaning up after #NapaQuake http://t.co/kt4oGmF5E2 http://t.co/7EtIC17B0Y
503644890841235456,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503644790458961921,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC
503644897623408640,#NapaQuake Dozens injured,6.1 mag. EQ IN CA!http://t.co/RC4PO1aC6O @JerryBrownGov Declares State Of Emergency #SAFETY http://t.co/BYtNInd3cN
503644802907254784,Napa earthquake: Damaged water mains hurt fire efforts: Firefighters in the Napa Valley worked fast to slow ho... http://t.co/ocoHnleEeZ
503644808070447104,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644907635245058,Power cuts and minor damage after California earthquake but no immediate reports of injuries http://t.co/E5Wn7Ffhke http://t.co/o9kZGIcmIp
503644799472136192,A 6.0 magnitude quake near Napa Valley..no report of any fatalities...
503644805583228928,@whatwakeup @ME_XoP Hey #California #Napa #earthquake watch this ,more on way soon @coasttocoastam
503644744199573504,Hole in the courthouse following earthquake in Napa http://t.co/y4OXpI6bQ3
503644902702325760,Earthquake near San Francisco/Sacramento rocks buildings, shatters glass, Twitter users report http://t.co/oDy3rKPBto http://t.co/ujZKhoEp0O
503644807839748096,The #napaquake was a M6.0. Fluctuations in data will change the magnitude as new data is received.
503644800789123073,Roads buckled due to #napaquake RT @WCYB_Michaels: RT @Sharee925: #Napa roads. http://t.co/OyQEb41Ttv
503644749648384000,Napa winery loses hundreds of bottles of wine after earthquake, including "priceless" blend: http://t.co/trshh4oggi http://t.co/wN4j9CQtpH
503644841818206209,Earthquake Strikes Napa Valley; Wineries Assess Damage - Dozens injured, buildings damaged and wineries trying to ... http://t.co/SXmZZ4IN8i
503644745160073216,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644740609654784,We're talking REAL tragedy here! Wine Bottles All Over Napa Valley Were Shattered In The Bay Area Earthquake http://t.co/aGJmRubfkv
503644834150617088,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME
503644905345134592,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/FwhgKEhYnE
503644735618428929,(VIDEO) Magnitude 6.0 EARTHQUAKE moment Vallejo, CA | 08 - 24 - 2014 - https://t.co/KpyzwmzVdZ
503644802223587328,Northern California Struck by 6.0 Magnitude Earthquake: From Yahoo News: An earthquake with a preliminary magn... http://t.co/GyGLBQ32Tg
503644719826472960,Map of Bay Area's 6.0 quake, aftershocks and damage. Updating throughout the day. http://t.co/yV6tgQuE10 http://t.co/FbOJoo2Ht4
503644852752752641,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503644751912923136,California quake one of the USA's strongest this year http://t.co/vmADdGuk6l
503644849225351169,Interactive map: See where this morning's quake hit the Bay Area and where it caused damage http://t.co/NDP9hpTLOE http://t.co/491Vwhjmgx
503644890576609281,State of Emergency Declared After California Earthquake http://t.co/0xOmGpOxOH Thankfully our friends in Napa are OK!
503644770728947712,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503644821521567744,RT @KCBSNews: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/D1dGqCWqb4/s/XaHv
503644720724074496,Damage &amp; loss of electricity/gas/water after an #earthquake makes preparing food complicated, learn more: http://t.co/8uOgnAui6Z #napaquake
503644903994171392,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503644800944336896,Lol "#sfquake" it was a #napaquake learn geography macaroons
503644837993021440,Check this out - Napa Square building looks fine from the front but appears ripped in half on side.#earthquake #mapit http://t.co/6IkeZ7j2sU
503644780937895937,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644885908750336,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503644771429412864,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503644786063331329,Watch live coverage of South Napa 6.0 earthquake in Northern California here:  http://t.co/jXKgl3N8ne
503644910386704384,Investigations found no damage at Folsom, Nimbus &amp; Monticello (Lake Berryessa) dams or Putah South Canal following #napaearthquake
503644784381415425,Most Californians don't have #earthquake insurance. In #Napa &amp; Sonoma only about 1 in 10 do. http://t.co/FzA6qoEseh via @gregorywallace
503644819009187842,Hey @NVUSD schools, let @mrsfadeji know if you need help tom! She's willing to bring a team. #napaearthquake
503644768836927488,Fabulous! MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/wRwb9JSKdk
503644817197645825,experimenting with color for the #napa #earthquake 3D model of shake intensity http://t.co/JAHOrpt66q
503644802110341121,Love &amp; prayers for my friends in CA. Hope you are safe and well after the quake. #HoldOn
503644902493011968,I hope the quake in Northern California causes an increase in emergency preparedness in all communities, not just downtown(s).
503644885753143296,Dozens injured, 6 critically, after strong earthquake in California http://t.co/YcrJw5jEci
503644726734516224,Latest on the 6.0 magnitude quake that shook Napa Valley - http://t.co/TvkOAdtQuY
503644917617283073,A state of emergency has been declared after a magnitude 6 quake hit Napa, Northern Cali. Largest quake in Bay area in 25 yrs #Newsfeed
503645041294704640,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503644952686260224,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503645024949530624,Strong earthquake rocks California http://t.co/TCf9c9f55u via @YahooNews  #feltlikeiwasonawaterbed;)
503645028930306048,Earthquake of 6.0 Magnitude Hits Northern California - http://t.co/GO6XFH9wZL http://t.co/NvWYJyUSjN
503644914593198080,RT @CBSSF: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/NsZXaTPO46
503644966082461696,Love and prayer to all those touched by the earthquake in California! #SpilledWineMakesMeCry
503644975788089344,Earthquake Strikes Napa Valley; Wineries Assess Damage - Dozens injured, buildings damaged and wineries trying to ... http://t.co/SXmZZ4IN8i
503644920843079680,Buildings 'severely damaged' and some 'uninhabitable' after California earthquake http://t.co/b8VCWlMEgg http://t.co/7RdIESkIcm
503645030679330817,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503644966024134660,#California governor @JerryBrownGov declares state of emergency after 6.1 quake in #Napa. http://t.co/CgBctGI98u http://t.co/uDXZJz7jJ7
503644948949123072,Some things I miss about living in CA, but not this: Strong California quake causes injuries, damage http://t.co/TnfOTBd4OB
503645008755687424,RT @spokanejournal: Real time coverage of #Napa California #earthquake at http://napa http://t.co/sLOmLoMNg9 |  @allaboutnapa #napaquake
503645021330235393,Billions of jellyfish coating the beaches, an M6.0 earthquake, exceptional drought spreading rapidly..not Hollywood just #California reality
503645030117310465,I bet that earthquake that happened in Napa broke a lot of wine bottles.
503644942896336896,The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C
503644949083357184,Viral images of Napa wine fallen to the floor in quake. Don't mean to be callous, but did these wineries not know where they are located?
503645015633973248,RT @KCBSNews: Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/D1dGqCWqb4/s/XaHv
503644962341134337,Sorry about the earthquake, Bay Area. Enjoy watching a Giants implosion.
